Timestamp,Email Address,Nama,Umur,Asal Universitas,Jurusan,Saya merasa lebih mudah memahami logika pemrograman jika dijelaskan melalui diagram alur (flowchart),Saya lebih suka menonton video tutorial koding daripada mendengarkan penjelasan suara saja.,Penggunaan warna yang berbeda pada kode (seperti di VS Code) sangat membantu saya mengenali struktur program.,Saya sering membayangkan bagaimana alur data mengalir dalam program seperti sebuah peta di pikiran saya,Saya lebih mudah mengingat perintah Python jika saya pernah melihatnya dalam bentuk infografis atau skema.,Saya merasa lebih cepat paham jika instruktur menjelaskan materi Python secara lisan di depan kelas/webinar.,Mendengarkan diskusi atau tanya jawab antar teman tentang suatu error membantu saya menemukan solusi.,Saya sering mengulang-ulang penjelasan guru di dalam hati atau dengan suara pelan untuk memahami konsep yang sulit.,Saya lebih suka mengikuti kursus yang menyediakan banyak sesi live session atau podcast teknis.,Instruksi yang diberikan melalui suara lebih mudah saya ikuti daripada instruksi yang hanya tertulis di layar.,Saya lebih suka membaca dokumentasi resmi atau buku teks Python untuk mendalami suatu materi.,Saya merasa harus menulis catatan atau rangkuman teks sendiri agar benar-benar memahami cara kerja sebuah fungsi.,Saya sangat menyukai penjelasan materi yang disajikan dalam bentuk daftar poin (bullet points) atau daftar langkah-langkah.,"Saat mencari solusi di internet, saya lebih memilih membaca artikel blog atau StackOverflow daripada menonton video.",Membaca komentar di dalam kode sangat membantu saya memahami tujuan dari baris kode tersebut.,Saya merasa bosan jika harus membaca teori terlalu lama tanpa mencoba langsung mengetik kodenya di komputer.,"Saya lebih cepat paham melalui metode trial and error (mencoba, salah, lalu memperbaiki sendiri).",Mengikuti tutorial live coding di mana saya mengetik bersamaan dengan instruktur adalah cara belajar favorit saya.,Saya lebih mudah memahami konsep Python jika saya mengaplikasikannya langsung ke dalam proyek nyata.,Saya merasa lebih percaya diri dengan kemampuan saya setelah berhasil memecahkan masalah koding secara mandiri.
4/21/2026 21:07:24,salmanalfarisi@gmail.com,Salman Alfarisi ,20 - 24 Tahun,UNJ,Teknik ,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4
4/21/2026 21:09:15,yanticahyati@gmail.com,Yanti cahyati ,20 - 24 Tahun,UNJ,Teknik,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1
4/21/2026 21:12:24,ilhamfrakoso@gmail.com,Ilham frakoso ,20 - 24 Tahun,UNJ,Ekonomi ,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2
4/21/2026 21:24:42,adityapratama@gmail.com,Aditya Pratama ,15 - 19 Tahun,UNJ,Ilmu olahraga ,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1
4/21/2026 21:34:59,mesyasrimulyani@gmail.com,Meisya srimulyani ,> 25 Tahun,UNJ,Ilmu pendidikan ,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1
4/21/2026 21:36:34,lelifittriani@gmail.com,Leli fitriani ,20 - 24 Tahun,UNJ,Teknik ,4,5,4,5,4,4,4,5,5,5,4,5,4,4,5,5,5,4,4,5
4/21/2026 21:39:24,firajulianti@gmail.com,Fira julianti ,15 - 19 Tahun,UNJ,Matematika dan IPA ,4,4,4,5,5,4,4,5,5,4,5,5,4,4,4,5,5,5,4,4
4/21/2026 21:43:17,hadiwijaya@gmail.com,Hadi Wijaya ,> 25 Tahun,UNJ,Ekonomi ,4,4,5,4,4,4,5,4,5,4,4,4,4,5,5,4,4,5,5,4
4/21/2026 21:46:30,shintamaharani@gmail.com,Shinta Maharani ,20 - 24 Tahun,UNJ,Teknik ,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,4,5,4,5,5
4/21/2026 21:49:29,shireennabilla@gmail.com,Sheren Nabila ,15 - 19 Tahun,UI,Psikologi ,5,5,4,4,5,5,5,4,4,5,4,4,5,4,5,4,5,5,4,4
4/21/2026 21:52:08,putrikhoerunisa@gmail.com,Putri Khoirunnisa ,15 - 19 Tahun,UI,Kedokteran ,4,4,4,5,5,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5
4/21/2026 21:54:25,wulandari@gmail.com,Wulandari ,> 25 Tahun,UI,Psikologi ,5,5,4,4,5,4,4,5,5,4,4,5,5,5,4,4,4,5,5,4
4/22/2026 8:05:14,jihanananta@students.unnes.ac.id,Jihan ,15 - 19 Tahun,Universitas Negeri Semarang,Statistika Terapan dan Komputasi,4,4,4,3,4,3,4,3,3,2,3,4,4,3,4,4,4,4,4,4
2026-05-01 20:35:41,ehandayani@gmail.com,Elma Narpati,20 - 24 Tahun,Universitas Indonesia,Kedokteran ,5,2,4,4,4,4,2,5,3,5,5,2,4,5,2,5,5,5,4,5
2026-05-01 07:13:22,rajataian@yahoo.com,"Cayadi Maryadi, S.H.",20 - 24 Tahun,Binus,Kelautan,4,4,5,5,4,3,5,5,5,1,5,4,5,5,1,4,4,3,5,4
2026-04-20 06:05:53,elvina95@gmail.com,Artanto Saragih,15 - 19 Tahun,ugm,a,3,4,4,5,5,4,4,1,5,4,3,2,5,1,5,4,4,5,4,5
2026-05-05 15:52:49,radensihombing@yahoo.com,Lega Prasasta,> 25 Tahun,Universitas Indraprasta,Informatika,3,3,2,4,4,4,3,4,4,3,4,4,5,5,2,1,4,4,4,3
2026-04-23 08:25:59,zwinarno@hotmail.com,Laila Nababan,> 25 Tahun,Binus,Staterkom,5,3,5,3,5,4,4,3,2,4,4,4,4,5,4,3,5,4,4,5
2026-04-08 13:47:20,xagustina@yahoo.com,Maida Hardiansyah,20 - 24 Tahun,Universitas Telkom ,Ilmu Politik,3,1,2,4,5,5,4,4,5,5,3,4,4,4,5,4,5,3,1,4
2026-04-17 05:12:12,wulandariulya@yahoo.com,Cinthia Prayoga,20 - 24 Tahun,Universitas Negeri Semarang ,Kelautan,1,4,3,4,5,5,2,4,4,4,2,5,3,2,4,4,2,5,2,4
2026-04-09 14:15:09,zulkarnainraden@hotmail.com,Jayadi Tampubolon,> 25 Tahun,Universitas Diponegoro ,Manajemen Perhotelan,5,2,2,5,5,4,5,4,4,5,2,3,3,4,3,5,3,5,5,3
2026-04-22 00:16:43,yharyanti@gmail.com,"Praba Damanik, S.Gz",20 - 24 Tahun,unj,Agribisnis,3,3,4,4,5,4,3,4,5,4,3,3,4,5,4,4,4,5,4,5
2026-04-21 19:04:49,salsabilaadriansyah@gmail.com,"Sutan Mustofa Usada, M.Farm",20 - 24 Tahun,Binus bandung,Kedokteran ,3,4,5,2,4,4,3,5,2,3,4,4,4,3,4,1,1,4,4,4
2026-05-02 19:09:59,riyantiumar@gmail.com,Novi Firmansyah,> 25 Tahun,ugm,psikologi ,5,3,5,4,4,2,3,5,4,4,2,5,5,3,4,4,3,3,4,4
2026-04-30 11:34:59,prasastamulyono@hotmail.com,Gaman Winarsih,20 - 24 Tahun,Universitas Telkom ,Pendidikan Bahasa Inggris,5,3,1,5,5,5,5,4,2,4,4,4,3,4,5,4,3,5,2,3
2026-04-12 20:35:38,adiarjawaluyo@yahoo.com,H. Karya Mansur,15 - 19 Tahun,ITB,Matematika dan IPA ,5,4,1,4,4,2,4,5,2,5,4,2,5,2,4,5,4,5,2,5
2026-04-27 01:10:43,mustikatamba@gmail.com,Teguh Namaga,> 25 Tahun,UNNES,Sistem Informasi,2,5,1,3,2,4,5,3,5,4,5,4,4,4,1,5,4,3,4,5
2026-04-21 15:23:42,oktavianiajimin@gmail.com,"R. Talia Sitompul, M.Pd",15 - 19 Tahun,Universitas Telkom Bandung,Ilmu olahraga ,4,4,3,4,4,4,4,1,4,5,2,4,2,4,5,4,2,2,4,5
2026-05-05 19:20:29,hartatinurul@yahoo.com,Vera Latupono,20 - 24 Tahun,BINUS University,Mechatronics engineering ,1,5,4,4,4,4,5,4,3,3,5,3,5,5,4,3,3,1,5,5
2026-04-20 10:36:59,unababan@hotmail.com,Lantar Hidayat,15 - 19 Tahun,Universitas Telkom ,Media Production,5,4,5,2,4,4,5,5,2,2,4,5,4,4,5,5,5,4,4,5
2026-04-13 00:42:03,danujarahayu@yahoo.com,"Ida Pudjiastuti, M.M.",15 - 19 Tahun,Universitas Gunadarma,Ilmu komunikasi ,5,1,3,3,3,4,5,3,3,4,4,4,5,5,4,4,3,4,4,3
2026-04-29 21:19:01,ulvahutasoit@hotmail.com,Chelsea Waskita,15 - 19 Tahun,BINUS ,akuntansi,4,4,4,4,5,4,5,5,2,4,5,4,4,4,5,5,3,5,5,4
2026-05-04 10:10:44,prabowocarla@hotmail.com,"Tgk. Nasab Tampubolon, S.Farm",20 - 24 Tahun,Universitas Trilogi,Akuntansi,3,5,3,3,4,3,1,2,4,1,4,4,4,3,5,5,4,5,4,4
2026-04-11 13:45:43,siskawibowo@gmail.com,"Vero Hakim, S.Kom",15 - 19 Tahun,Trilogi,Agribisnis,4,2,4,2,4,5,4,5,2,3,2,2,2,5,5,4,4,4,5,4
2026-04-28 12:47:33,banara49@hotmail.com,Zamira Wahyudin,20 - 24 Tahun,Binus bandung,akuntansi,5,4,4,4,3,4,3,5,2,4,4,1,3,3,2,5,2,5,4,3
2026-04-09 05:40:15,waskitabagya@gmail.com,"Ir. Lulut Napitupulu, S.Sos",20 - 24 Tahun,IPB university ,akuntansi,4,4,4,4,4,2,5,1,3,2,4,5,1,3,4,4,5,5,4,5
2026-04-24 04:46:26,ian34@gmail.com,Arsipatra Maheswara,20 - 24 Tahun,Bina Nusantara ,Statistika ,5,4,5,3,5,2,3,4,2,5,4,3,5,4,5,4,1,4,5,5
2026-04-25 13:26:25,gthamrin@hotmail.com,"Ir. Rahman Andriani, S.Pt",20 - 24 Tahun,Binus,Branding,3,4,5,4,3,5,3,3,4,4,3,4,5,3,4,5,5,2,5,5
2026-04-27 18:23:52,samiah70@hotmail.com,Umi Saefullah,20 - 24 Tahun,Pnj,Administrasi Niaga,4,4,2,3,5,5,4,5,4,3,4,4,1,5,3,2,2,5,4,5
2026-04-30 18:20:46,zeldawastuti@yahoo.com,Arsipatra Tampubolon,> 25 Tahun,Universitas Airlangga,kimia,2,5,4,4,2,3,5,5,4,3,4,4,4,3,2,3,4,4,4,4
2026-05-05 15:44:36,afirgantoro@gmail.com,Zelaya Maryati,15 - 19 Tahun,Unnes,teknik elektro,3,4,1,5,3,5,4,4,2,5,1,5,3,5,1,4,4,4,4,5
2026-05-05 10:47:21,ganep82@yahoo.com,Adikara Marbun,20 - 24 Tahun,Universitas Palangkaraya ,Teknik ,4,3,5,5,4,4,1,4,5,3,3,5,5,4,5,4,3,3,5,5
2026-04-16 10:14:22,kokobudiman@yahoo.com,Gandi Wacana,> 25 Tahun,ITS,Teknologi Pangan,5,5,5,4,4,4,4,5,2,2,4,2,5,5,4,4,4,5,2,2
2026-04-25 03:03:42,ida77@yahoo.com,"Dwi Prasetyo, S.I.Kom",> 25 Tahun,unj,pertanian ,2,4,5,4,5,4,5,4,5,5,4,2,5,4,4,2,4,4,4,5
2026-04-30 04:57:59,laksitafathonah@gmail.com,Luis Maryadi,15 - 19 Tahun,Univertas Islam Lamongan,ilmu Komunikasi ,5,4,4,3,4,5,3,4,3,4,5,3,4,4,3,3,4,4,4,5
2026-04-28 07:28:16,mardhiyahemas@hotmail.com,Bakijan Budiyanto,20 - 24 Tahun,unj,Ssd,5,5,4,2,5,4,5,4,4,4,5,1,2,4,4,4,5,5,4,4
2026-04-18 00:00:23,tugimanhandayani@gmail.com,Lanang Pudjiastuti,15 - 19 Tahun,Universitas Palangkaraya ,Teknik Mesin,4,4,5,4,4,4,4,4,3,2,2,4,4,2,4,4,4,3,4,3
2026-05-06 05:57:46,danggriawan@yahoo.com,"dr. Cahya Handayani, M.TI.",20 - 24 Tahun,Binus University ,psikologi ,5,5,2,3,3,4,3,4,3,3,5,4,5,4,4,1,3,4,4,5
2026-04-19 16:47:34,slestari@gmail.com,"Dr. Genta Narpati, S.T.",20 - 24 Tahun,Institut Pertanian Bogor,Ssd,4,4,5,3,5,4,5,4,3,4,5,3,3,4,4,5,4,2,2,4
2026-05-01 12:44:06,ika42@hotmail.com,Aurora Halimah,> 25 Tahun,unj,Manajemen ,3,5,4,3,4,4,2,5,5,5,4,3,4,2,3,4,4,4,5,3
2026-04-26 08:56:16,ylatupono@gmail.com,Dr. Julia Nashiruddin,15 - 19 Tahun,UNJ,teknik,4,5,4,5,4,3,3,5,4,4,5,5,3,1,2,5,5,2,4,1
2026-04-19 22:31:11,puput99@gmail.com,"Dr. Ajeng Budiman, S.Ked",> 25 Tahun,BINUS University,Pendidikan Bahasa Inggris,3,5,5,4,4,5,3,4,5,4,1,4,5,1,5,4,5,5,5,4
2026-04-23 01:50:35,ardiantobancar@hotmail.com,Sabrina Gunawan,> 25 Tahun,Kyoto University of Advanced Science ,Kedokteran,4,3,5,4,2,4,4,4,3,3,4,4,4,5,4,3,4,4,2,4
2026-04-15 09:25:21,znainggolan@gmail.com,Olivia Agustina,> 25 Tahun,Universitas Indonesia,Teknik Informatika dan Komputer ,4,5,4,4,5,4,4,3,5,4,3,1,4,1,3,1,1,3,2,4
2026-05-02 20:36:19,legawa75@yahoo.com,"Titin Anggriawan, S.E.",> 25 Tahun,Binus University,Sistem Informasi ,2,5,4,3,4,5,4,5,2,5,5,5,3,2,5,4,5,3,4,5
2026-04-24 00:18:20,pradanawage@yahoo.com,H. Ghani Damanik,> 25 Tahun,Universitas Pembangunan Nasional Veteran Jakarta,Teknologi Pangan,4,4,3,4,5,3,2,5,3,4,5,5,5,4,4,5,2,4,5,5
2026-04-20 08:09:26,cawuk61@hotmail.com,"dr. Nurul Utama, S.E.",> 25 Tahun,Universitas Brawijaya ,fisika ,5,4,5,3,4,5,4,2,4,4,4,4,4,4,4,5,1,2,5,3
2026-04-28 23:39:05,xananapermata@hotmail.com,Makara Mandala,20 - 24 Tahun,UPN veteran Jakarta ,Ekonomi ,5,4,4,4,3,5,3,5,3,5,4,4,4,4,5,5,3,5,4,5
2026-05-02 19:20:30,cakrabuanauyainah@hotmail.com,Elisa Situmorang,15 - 19 Tahun,UNNES,Arkeologi,4,3,2,4,4,2,3,2,4,5,4,4,3,4,4,5,1,5,5,4
2026-04-09 01:04:00,kajenmegantara@yahoo.com,Rendy Suartini,15 - 19 Tahun,unj,Manajemen Informatika,5,5,4,1,5,4,4,5,5,4,4,3,4,5,5,2,2,5,4,4
2026-05-07 00:50:43,jailaniatma@gmail.com,Nalar Suryono,> 25 Tahun,Uhamka,Sistem Informasi ,5,4,3,5,3,3,1,5,4,2,5,4,3,4,5,4,3,3,3,3
2026-04-12 10:16:18,cmayasari@yahoo.com,Amelia Agustina,15 - 19 Tahun,unj,Manajemen ,5,5,3,4,5,4,5,4,4,3,1,4,5,3,5,1,4,4,4,4
2026-04-08 14:50:05,wibisonomichelle@hotmail.com,Ellis Hidayanto,15 - 19 Tahun,unpad,Teknik Informatika dan Komputer ,3,4,4,4,4,5,5,3,5,3,4,1,5,4,4,1,3,4,5,2
2026-04-18 17:38:02,lantarpudjiastuti@hotmail.com,"Sutan Martana Pratama, S.Kom",20 - 24 Tahun,Pnj,Sastra Jepang,3,5,2,4,1,4,4,4,4,4,3,1,5,4,4,5,5,4,4,5
2026-05-01 10:04:10,solehsimbolon@hotmail.com,"T. Nasrullah Damanik, M.Pd",> 25 Tahun,Politeknik Astra,sastra inggris ,4,4,5,5,5,5,5,4,5,4,5,2,4,3,4,4,5,5,5,3
2026-04-25 02:12:05,maryatiluis@hotmail.com,Gantar Wahyudin,15 - 19 Tahun,Institut Pariwisata dan Bisnis Internasional ,Akuntansi ,3,5,5,5,3,4,4,4,3,4,4,4,4,2,5,5,2,4,5,5
2026-04-13 21:32:48,talia65@yahoo.com,Nova Saefullah,> 25 Tahun,BINUS,Kedokteran,2,4,5,4,5,3,5,2,4,5,5,3,2,3,5,4,4,4,4,3
2026-04-20 21:02:50,rwasita@gmail.com,"Warsita Natsir, M.Pd",> 25 Tahun,Universitas Pembangunan Nasional Veteran Jakarta,Hukum ,5,4,3,4,4,3,3,4,3,4,4,5,5,4,4,5,4,5,5,4
2026-04-25 19:21:26,owahyuni@gmail.com,Drs. Mahmud Gunawan,15 - 19 Tahun,UI,Computer Science,4,5,1,4,4,4,5,3,3,5,4,5,4,5,4,4,5,4,4,4
2026-04-10 18:34:58,mnajmudin@hotmail.com,Hasim Pratama,20 - 24 Tahun,Politeknik Astra,pertambangan,4,4,4,5,4,5,5,2,4,4,3,3,4,3,5,4,5,4,4,2
2026-05-04 18:02:05,kajen73@hotmail.com,"drg. Ilyas Hakim, S.Ked",15 - 19 Tahun,ITB,teknik,4,5,4,2,4,5,5,4,3,5,5,5,2,5,3,4,2,4,5,4
2026-04-11 00:52:37,ulvaharyanti@yahoo.com,R.M. Sabar Prabowo,15 - 19 Tahun,Binus,teknik mesin,5,4,3,5,2,4,5,3,4,3,4,5,3,3,5,2,4,2,2,5
2026-04-27 06:33:34,widodonova@gmail.com,"Lasmanto Firgantoro, S.Sos",20 - 24 Tahun,Binus University ,teknik,4,4,5,5,4,5,3,4,4,4,4,4,4,4,4,4,3,5,5,1
2026-04-14 01:05:30,laraspudjiastuti@hotmail.com,"Farhunnisa Narpati, S.Farm",> 25 Tahun,ITB,Akuntansi,4,5,4,5,4,5,5,5,4,3,2,5,4,3,3,5,4,3,5,3
2026-04-24 17:46:22,kuswandarijelita@gmail.com,Jarwa Zulkarnain,15 - 19 Tahun,Unnes,Teknologi Rekayasa Logistik,4,4,4,5,2,5,5,3,4,5,4,5,5,4,4,2,4,4,3,4
2026-04-28 22:15:50,prasetyohamima@yahoo.com,Prayoga Kusumo,> 25 Tahun,Unesa,ilkom,2,1,5,5,4,3,2,1,4,5,5,2,5,5,5,2,4,5,4,5
2026-04-22 13:31:10,kardipermadi@hotmail.com,"KH. Vinsen Pratiwi, M.Kom.",20 - 24 Tahun,Universitas Negeri Jakarta,Kedokteran ,3,1,4,5,5,3,3,4,5,5,5,4,4,5,4,5,3,3,5,4
2026-04-20 00:21:10,devidabukke@gmail.com,Yuliana Rajasa,> 25 Tahun,Universitas Brawijaya ,Psikologi ,5,4,5,2,4,4,5,4,4,3,4,3,3,5,4,5,4,4,4,5
2026-04-28 13:40:51,ganda63@yahoo.com,Luwes Rajata,> 25 Tahun,Uhamka,psikologi ,5,4,3,3,4,5,5,4,4,4,4,3,4,5,3,4,5,4,5,1
2026-04-13 00:28:53,suryawahyuni@gmail.com,Sutan Jail Wahyudin,> 25 Tahun,Universitas Indonesia,Hukum ,5,5,3,5,5,5,5,5,4,5,2,5,5,3,3,2,5,4,4,4
2026-04-14 01:06:51,najwa64@yahoo.com,drg. Humaira Widiastuti,20 - 24 Tahun,ITB,Kelautan,5,4,5,1,3,5,2,4,4,4,1,5,3,2,3,2,5,5,4,4
2026-04-16 19:53:04,olestari@hotmail.com,Galuh Suartini,15 - 19 Tahun,Universitas Indonesia,Statistika dan Sains Data ,3,5,5,5,5,5,2,3,3,3,2,2,3,5,4,5,4,5,4,1
2026-04-19 19:59:05,riyantijono@hotmail.com,Rina Hariyah,> 25 Tahun,Institut Pariwisata dan Bisnis Internasional ,Ssd,5,4,4,2,5,2,5,4,4,5,3,4,5,4,4,2,4,2,3,4
2026-04-11 00:28:22,zpradipta@gmail.com,"Kasusra Pradana, S.I.Kom",> 25 Tahun,UPN veteran Jakarta ,manajemen ,3,3,4,4,4,5,4,4,5,5,5,1,3,3,3,1,4,5,4,3
2026-05-06 04:43:55,utamigawati@yahoo.com,KH. Imam Nasyidah,15 - 19 Tahun,UNNES,Kedokteran,4,2,3,3,2,5,1,2,4,4,4,2,4,4,3,2,4,4,5,1
2026-04-14 00:48:04,kandapadmasari@gmail.com,Ophelia Nainggolan,> 25 Tahun,Binus bandung,manajemen ,4,4,1,5,5,3,4,5,5,5,4,4,5,4,5,4,2,4,4,4
2026-05-04 22:48:42,hidayantoghaliyati@yahoo.com,Drs. Ega Nuraini,15 - 19 Tahun,Prasetiya Mulya,sistem informasi,5,1,4,4,4,5,5,5,2,3,5,4,4,4,5,3,4,2,5,4
2026-04-19 23:13:04,pwasita@hotmail.com,Saadat Dabukke,> 25 Tahun,ITS,Kehutanan ,4,2,2,4,4,1,4,1,4,4,4,5,4,3,3,5,3,2,4,5
2026-04-12 21:13:58,nrajata@hotmail.com,Gina Latupono,20 - 24 Tahun,Universitas Gunadarma,Teknik,3,3,5,5,4,3,5,4,5,4,2,4,5,2,3,5,4,4,2,5
2026-05-05 19:05:08,jumarisitumorang@yahoo.com,Novi Mardhiyah,15 - 19 Tahun,Unnes,ekonomi,5,2,2,4,5,5,2,4,1,1,3,4,5,5,4,4,4,4,5,4
2026-04-18 00:22:50,alambana69@yahoo.com,"Sutan Galih Lazuardi, M.Ak",> 25 Tahun,Binus,psikologi ,5,4,3,5,1,4,3,5,3,4,5,3,3,5,2,4,3,2,5,3
2026-04-23 08:51:24,handayaniganda@yahoo.com,"Cut Ellis Narpati, M.Farm",> 25 Tahun,unpad,Teknologi Pangan,4,3,3,4,3,1,4,5,5,4,4,5,4,5,3,4,5,3,5,3
2026-04-12 02:05:21,jagalazuardi@hotmail.com,Hasim Wasita,15 - 19 Tahun,IPB,Ilmu Politik,5,5,2,5,2,3,3,5,2,4,4,4,4,4,5,4,4,2,4,4
2026-04-13 03:54:20,ejalaksmiwati@gmail.com,Kasim Hardiansyah,> 25 Tahun,UGM,Kedokteran ,4,4,5,5,4,4,3,3,1,4,4,4,5,4,5,3,4,5,3,4
2026-04-29 18:25:57,lriyanti@hotmail.com,Irma Mahendra,15 - 19 Tahun,Universitas Muhammadiyah Surakarta (UMS),Ilmu Politik,5,5,4,4,4,3,4,4,4,2,2,4,3,4,4,4,4,2,4,3
2026-05-02 05:41:52,yuniarelma@yahoo.com,Lulut Halim,20 - 24 Tahun,Pnj,Teknik Sipil,5,5,4,4,1,3,4,4,3,4,4,5,4,4,4,4,4,5,1,5
2026-04-17 17:09:48,nnovitasari@hotmail.com,Mila Damanik,> 25 Tahun,Undip,Teknik ,2,3,2,4,4,4,5,3,1,5,4,3,5,2,3,4,5,3,4,4
2026-04-09 12:05:35,pudjiastutihari@gmail.com,Ir. Wirda Hartati,15 - 19 Tahun,Universitas Negeri Semarang,Kedokteran Gigi,1,5,5,4,3,4,4,5,4,4,1,5,4,3,4,5,5,4,4,4
2026-05-05 16:02:04,intanmaryati@yahoo.com,Galur Haryanto,20 - 24 Tahun,Kyoto University of Advanced Science ,Ekonomi ,5,3,3,5,4,2,5,5,4,4,4,3,5,3,4,3,4,5,5,5
2026-04-20 04:58:31,jamalpermadi@yahoo.com,Baktiono Hariyah,> 25 Tahun,Universitas Indraprasta,ekonomi ,3,4,5,5,5,4,4,1,2,5,4,3,4,4,5,1,2,5,4,4
2026-05-03 04:06:57,nurulwahyudin@yahoo.com,"Tgk. Yani Thamrin, S.E.I",> 25 Tahun,Prasetiya Mulya,Media Production,4,3,1,5,3,4,5,3,2,3,4,5,5,4,5,4,4,5,4,2
2026-04-29 14:24:42,cahyositompul@yahoo.com,"Mutia Wasita, S.T.",20 - 24 Tahun,Unnes,Ilmu pendidikan ,3,4,3,4,5,5,4,5,4,4,5,5,1,4,5,4,2,4,4,2
2026-04-16 16:15:07,shakila31@gmail.com,"Ir. Restu Laksmiwati, M.Farm",15 - 19 Tahun,Kyoto University of Advanced Science ,Computer Science ,5,5,4,4,4,4,5,5,5,5,2,4,4,5,1,4,1,4,4,3
2026-04-15 00:03:50,nasim27@hotmail.com,Ir. Candrakanta Puspasari,15 - 19 Tahun,Institut Pariwisata dan Bisnis Internasional ,Statistika terapan dan Komputasi ,2,2,3,4,4,4,3,2,5,5,2,4,4,5,4,3,1,5,4,1
2026-04-22 10:12:31,wirda42@yahoo.com,Jindra Wahyudin,15 - 19 Tahun,USU,Akuntansi ,5,2,4,4,5,5,5,4,5,1,5,4,1,5,4,4,5,5,4,5
2026-04-18 21:00:46,estiono53@gmail.com,"Sutan Viman Marbun, M.TI.",> 25 Tahun,Univertas Islam Lamongan,Teknik Mesin,4,5,3,2,4,4,5,4,5,4,1,5,2,4,4,4,4,2,4,4
2026-05-04 18:02:06,zulfafirgantoro@yahoo.com,Cemeti Puspasari,15 - 19 Tahun,Universitas Palangkaraya ,Pendidikan Akuntansi,5,5,2,3,4,5,4,5,5,2,5,3,4,4,3,4,5,5,2,2
2026-04-16 23:59:44,ilyas64@hotmail.com,Tomi Simanjuntak,> 25 Tahun,Universitas Telkom ,ekonomi,4,1,3,3,5,4,3,5,4,4,4,5,1,4,4,4,4,5,4,5
2026-04-28 18:18:20,tambabalapati@hotmail.com,Respati Saputra,> 25 Tahun,Institut Pariwisata dan Bisnis Internasional ,Sastra Belanda,4,5,5,3,5,2,2,3,4,2,3,4,4,5,5,4,4,4,4,4
2026-04-13 10:49:49,vhariyah@gmail.com,dr. Akarsana Sitompul,> 25 Tahun,Telkom university surabaya ,sistem informasi,5,4,5,5,5,4,4,5,4,3,5,5,4,1,3,4,3,4,4,3
2026-05-01 12:18:42,sakti73@hotmail.com,Darimin Budiman,15 - 19 Tahun,IPB university ,Branding,3,5,2,4,5,1,3,4,3,4,5,5,4,4,2,4,5,4,5,4
2026-04-24 02:50:35,endahpuspita@gmail.com,"Zamira Yolanda, S.T.",15 - 19 Tahun,Universitas Negeri Semarang ,Agribisnis,4,1,5,4,5,5,4,5,5,5,4,4,5,4,4,5,2,5,4,5
2026-04-13 04:13:48,sihotanglatika@gmail.com,"Mursita Latupono, M.Farm",15 - 19 Tahun,Institut Pariwisata dan Bisnis Internasional ,Manajemen,4,5,5,2,4,5,5,4,2,5,2,4,3,4,2,3,2,5,4,4
2026-04-13 18:59:56,widodoanastasia@gmail.com,Unjani Wahyudin,> 25 Tahun,Universitas Telkom ,Statistika Terapan dan Komputasi,5,4,4,2,2,5,4,4,3,4,3,1,4,5,4,3,4,1,4,4
2026-04-28 23:36:58,oktavianireza@hotmail.com,Winda Usada,15 - 19 Tahun,ugm,Staterkom,5,4,4,4,4,5,4,4,4,2,3,3,4,5,4,1,4,1,5,4
2026-04-07 00:41:43,oktavianitiara@hotmail.com,Anastasia Salahudin,15 - 19 Tahun,UPN veteran Jakarta ,Manajemen Perhotelan,4,5,3,4,4,2,4,5,4,5,3,4,5,5,5,4,5,5,4,4
2026-04-17 14:55:00,cawukjanuar@yahoo.com,"KH. Eka Firmansyah, S.T.",20 - 24 Tahun,ITB,Fiskes,5,5,1,5,5,4,4,3,5,3,4,4,5,4,3,4,4,5,1,3
2026-04-13 09:10:13,riyantijulia@hotmail.com,"Fitria Hassanah, S.Kom",15 - 19 Tahun,UNNES,Teknologi Pangan,4,4,5,4,2,5,3,5,5,4,2,5,3,5,4,4,2,4,4,3
2026-04-25 15:55:02,purwanticecep@yahoo.com,"Paris Uwais, M.Ak",20 - 24 Tahun,ITB,ilmu Komunikasi ,3,5,5,5,5,5,1,5,2,5,3,4,4,5,5,2,3,4,4,5
2026-05-02 20:17:00,omayasari@yahoo.com,Darman Natsir,20 - 24 Tahun,Universitas Telkom Bandung,Manajemen ,3,5,2,5,5,4,2,3,4,2,5,5,2,4,3,3,3,4,4,5
2026-04-25 21:01:32,wahyunicahyadi@gmail.com,Hj. Dewi Latupono,> 25 Tahun,Trilogi,Matematika dan IPA ,4,4,4,4,5,3,4,2,5,5,5,2,4,4,3,4,3,2,3,5
2026-04-24 12:20:45,galang83@gmail.com,"drg. Atmaja Putra, S.Kom",20 - 24 Tahun,Undip,Mechatronics engineering ,5,3,4,4,3,5,4,1,4,3,1,4,5,4,5,5,1,5,2,3
2026-04-13 07:04:01,puspitasalsabila@yahoo.com,"R. Wakiman Wijayanti, S.Kom",15 - 19 Tahun,IPB,Hukum ,4,3,4,2,1,4,5,4,4,5,4,4,4,3,4,4,5,5,3,5
